name,description,logo,product_types,sectors,city,website,hashtags,total_funding
Sellsy,"Développez votre activité avec le meilleur logiciel CRM, facturation & comptabilité.
Éliminez la complexité administrative avec une solution en ligne qui automatise votre cycle de vente.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/329add6a-364c-4d53-9a35-41dc79630bc5,"['Software', '', '', '', '', '', '', '']","['Software', '', '', '', '', '', '', '']",,https://go.sellsy.com/,[],
TERAKALIS,Analyse & contrôle au cœur de la matière,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/d2bd379e-e698-45db-88fc-da25d38149db,"['Physique / Hardware', 'Transport / Logistique', '', '', '', '', '', '', '', '', '']","['Physique / Hardware', 'Transport / Logistique', '', '', '', '', '', '', '', '', '']",,https://www.terakalis.com/,[],
KIUTE,KIUTE est le logiciel le plus simple pour gérer et développer l'activité des professionnels de la beauté ou coiffure.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/0fa0b9a5-d0e1-41dc-91ec-7d096161b948,"['Software', 'Santé', 'B2B', 'B2C', '', '', '']","['Software', 'Santé', 'B2B', 'B2C', '', '', '']",,,[],
Elixir Aircraft,Le meilleur avion léger biplace certifié disponible,https://upload.prd.hbd.cloud.bpifrance.fr/cb4b99f3-52ac-4dbf-ab86-84a81cd0b4e7,"['Physique / Hardware', 'Transport / Logistique', 'Logistique / Opérations', 'Deeptech', 'Transportation', '', '', '', '']","['Physique / Hardware', 'Transport / Logistique', 'Logistique / Opérations', 'Deeptech', 'Transportation', '', '', '', '']",,http://elixir-aircraft.com/,[],
MILVUE,Developed an artificial intelligence software to aid in radiological diagnosis,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/237b0636-1ebf-44ec-9a1c-d8aa47ad4425,"['Software', 'Santé', 'Deeptech', 'Health Tech / Medtech', 'IA / Big Data', 'B2B', 'Saas', '', '', '', '']","['Software', 'Santé', 'Deeptech', 'Health Tech / Medtech', 'IA / Big Data', 'B2B', 'Saas', '', '', '', '']",,,[],
DeepReach,The adtech for local campaigns,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/ae4967f8-7201-45ca-8c2b-874e7530ab88,"['Software', 'Marketing / Communication', 'Vente / Service Client', 'IA / Big Data', 'Martech /Adtech /Salestech', 'B2B', '', '', '', '', '', '']","['Software', 'Marketing / Communication', 'Vente / Service Client', 'IA / Big Data', 'Martech /Adtech /Salestech', 'B2B', '', '', '', '', '', '']",,http://www.deepreach.com/,[],
1001Pharmacies,"Achetez sur internet chez les pharmacies françaises : produits de parapharmacie, médicaments en ligne, conseils-santé avec des pharmaciens diplômés.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/4ee507c6-f79d-4286-add3-81a9d480dd40,"['Santé', 'Telecommunications', 'E-Commerce', 'MarketPlace', '', '', '', '', '']","['Santé', 'Telecommunications', 'E-Commerce', 'MarketPlace', '', '', '', '', '']",,https://www.1001pharmacies.com/,[],
Bee Ware,"Des produits primés pour assurer la sécurité, des performances élevées et la continuité des activités pour les organisations les plus exigeantes au monde",https://upload.prd.hbd.cloud.bpifrance.fr/1c488636-c1eb-41f3-b5a8-8a540cbe1691,"['Finance', 'Sécurité / Défense', 'Finance / Administration', 'IT / Digital', '', '', '']","['Finance', 'Sécurité / Défense', 'Finance / Administration', 'IT / Digital', '', '', '']",,http://www.bee-ware.net/,[],
Shotgun,Application de billetterie de concerts et de soirées,https://upload.prd.hbd.cloud.bpifrance.fr/4d274b44-9b87-4326-b3a0-6a9596d4c37d,"['Loisirs', 'Ressources Humaines', '', '', '', '', '', '', '']","['Loisirs', 'Ressources Humaines', '', '', '', '', '', '', '']",,http://shotgun.live/,[],
Collective.work,A platform for freelance teams: collaborate with our collectives or establish your own team,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b8ff5b62-d511-4baa-80dc-3e00885392a5,"['Software', 'IT / Digital', 'Marketing / Communication', 'Ressources Humaines', 'RHtech', 'B2B', '', '', '', '']","['Software', 'IT / Digital', 'Marketing / Communication', 'Ressources Humaines', 'RHtech', 'B2B', '', '', '', '']",,https://www.collective.work/,[],
Novadiscovery,De-risking technology provider specialized in in silico clinical trials supporting biotech and pharma companies,https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/c11c2225631d6cfcc5a74bd4f572fc95,"['Physique / Hardware', 'Santé', 'Health Tech / Medtech', 'IA / Big Data', '', '', '', '', '']","['Physique / Hardware', 'Santé', 'Health Tech / Medtech', 'IA / Big Data', '', '', '', '', '']",,,[],
YOOTALENT,"Yootalent propose des apps RH engageantes et connectées, conçues avant tout pour les collaborateurs. 

Fournissant une expérience utilisateur unique basée sur les nouveaux codes digitaux, Yootalent permet la mise en oeuvre d’un management neuf et innovant : cartographie des compétences par les recommandations, évaluations collaboratives au fil de l’eau, gamification, travail en réseau.

#software #HR",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/BkzyDFEPM.jpg,"['', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '']",,,"['#Enterprise Applications', '#SaaS', '#Human Resources', '#Software']",
Potager City,"Prépare et livre des cartons de fruits et légumes extra-frais et de saison. Un service simple, et 100% en ligne",https://upload.prd.hbd.cloud.bpifrance.fr/d307e2e8-34e5-4630-90b6-93b0944d8511,"['', '', '', '', '', '']","['', '', '', '', '', '']",,https://www.potagercity.fr/,[],
PROXIMIS,"Proximis, c'est LA plateforme de (e)commerce pour les marques et enseignes du retail",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/6c485f74-f7cc-42fd-a2e9-4d6b1dae652d,"['Software', 'Marketing / Communication', 'Martech /Adtech /Salestech', 'B2C', '', '', '']","['Software', 'Marketing / Communication', 'Martech /Adtech /Salestech', 'B2C', '', '', '']",,https://www.proximis.com/,[],
Keyade,Keyade.com - Services et technologies mondiaux de publicité en ligne,https://upload.prd.hbd.cloud.bpifrance.fr/2e945d81-0180-4991-854e-05eaf3a6b1a7,"['B2B', 'Île-De-France', 'Hauts-De-Seine', 'Neuilly-Sur-Seine']","['B2B', 'Île-De-France', 'Hauts-De-Seine', 'Neuilly-Sur-Seine']",Neuilly-Sur-Seine,http://www.keyade.com/,[],
Green Spot Techonologies,"Green Spot Technologies (GST) is an innovative start-up company, producing upcycled and fermented ingredients to enable food manufacturers to appeal to modern consumers. The company was originally set up in New Zealand following Dr Ninna Granucci's Phd. The company moved to France in 2018 after a successful fundraising round, with France and the European Union offering the ideal conditions for its development.",https://upload.prd.hbd.cloud.bpifrance.fr/c5c2d999-6b64-4573-a788-37209ab68e00,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",,https://www.greenspot-tech.com/,[],
CapCar,Permet d'acheter et de vendre rapidement des voitures d'occasion,https://upload.prd.hbd.cloud.bpifrance.fr/9f128ff3-ae29-4834-ade6-dd3370f983c0,"['Service', 'Industrie - Automobile', 'Retail / E-Commerce', 'Transport / Logistique', '', '', '', '', '', '', '', '', '']","['Service', 'Industrie - Automobile', 'Retail / E-Commerce', 'Transport / Logistique', '', '', '', '', '', '', '', '', '']",,https://www.capcar.fr/,[],
Ecov,Solutions de covoiturage,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/dda35a5d-a4b6-4b63-88b2-b4fbadac89e3,"['Service', 'Transport / Logistique', '', '', '', '', '', '', '', '']","['Service', 'Transport / Logistique', '', '', '', '', '', '', '', '']",,http://www.ecov.fr/,"['#Covoiturage', '#Mobilité']",
Capsule Corp,Supports project leaders in their ascent to the web3,https://upload.prd.hbd.cloud.bpifrance.fr/0c056662-752d-4c85-9a4a-81cb9bbc85e6,"['Software', 'B2B', 'Biarritz']","['Software', 'B2B', 'Biarritz']",Biarritz,https://www.capsule-corp.io/,[],
AlloVoisins,Plateforme de jumelage pour les voisins,https://upload.prd.hbd.cloud.bpifrance.fr/a8b40ac9-6f49-4a45-9ebb-6b282614beeb,"['Immobilier', 'E-Commerce', 'MarketPlace', 'Proptech', '']","['Immobilier', 'E-Commerce', 'MarketPlace', 'Proptech', '']",,https://www.allovoisins.com/,[],
ENTOMO FARM,"Entomo Farm élabore des matières 1ères agricoles à base d'insecte pour la nutrition animale et végétale. Grâce au savoir-faire de nos agriculteurs partenaires, nous travaillons nos produits de façon qualitative, saine et durable.",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/rJS_sggDz.com/t_api_images/m1botds7k3kycfxnpmhc,"['Physique / Hardware', 'Alimentaire', '', '', '', '', '', '', '']","['Physique / Hardware', 'Alimentaire', '', '', '', '', '', '', '']",,,"['#Food and Beverage', '#produits', '#production', '#alimentation', '#élevage', '#protein', '#insect']",
VITAMFERO,"Développement de vaccins et immunostimulants à usage vétérinaire, alternatives à l'antibiothérapie.",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/r1L288uAG.jpeg,"['Santé', 'Biotech', 'Health Tech / Medtech', '', '', '', '', '']","['Santé', 'Biotech', 'Health Tech / Medtech', '', '', '', '', '']",,http://www.vitamfero.com/,"['#Biotechnology', '#infectieuses', '#prévention', '#health', '#biotechnologie', '#santé', '#infections', '#animal', '#europe']",
EASIWARE,"Une plateforme all in one, une expertise unique en data science et un accompagnement expert pour engager vos clients et simplifier le quotidien de vos équipes Service Client et Marketing.",https://upload.prd.hbd.cloud.bpifrance.fr/4b0bbbda-2eb5-4394-a3b3-49db314347a5,"['Software', '', '', '', '', '', '', '', '', '', '']","['Software', '', '', '', '', '', '', '', '', '', '']",,,[],
Nextbiotix,Entreprise de biotechnologie s'attaquant à l'utilisation des bactéries commensales. comme drogue,https://upload.prd.hbd.cloud.bpifrance.fr/dae9ced6-c39e-4dfd-98c0-dade303a871d,"['Physique / Hardware', 'Santé', '', '', '', '', '', '']","['Physique / Hardware', 'Santé', '', '', '', '', '', '']",,http://www.nextbiotix.com/,[],
INVIBES ADVERTISING,"Notre conviction est que la publicité sur internet est efficace si elle est innovante et naturellement engageante auprès des internautes.

Notre promesse est de capter l’attention volontaire des lecteurs avec notre format in-feed.

Nous avons développé plus de 30 expériences publicitaires exclusives, diffusées sur un réseau puissant de sites média et ciblées grâce à différentes sources de Data.",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/695653099a4d5b8eabcb1b5c53c09677,"['Transport / Logistique', '', '', '', '', '', '', '', '', '', '', '']","['Transport / Logistique', '', '', '', '', '', '', '', '', '', '', '']",,,['#advertising'],
Jungle,First European AgTech company offering a turn-key B to B solution to locally grow zero-pesticide plants at scale,https://upload.prd.hbd.cloud.bpifrance.fr/a27de3e9-c237-47fc-a973-8aae787faf83,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']",,https://www.jungle.bio/,[],
Nuxt's,Nuxt.js - Le framework Vue.js,https://upload.prd.hbd.cloud.bpifrance.fr/743c3c81-c101-4e7c-bb81-b1ab84aacaaf,"['Software', 'Transport / Logistique', 'IT / Digital', 'Logistique / Opérations', 'Marketing / Communication', 'B2B', '', '', '']","['Software', 'Transport / Logistique', 'IT / Digital', 'Logistique / Opérations', 'Marketing / Communication', 'B2B', '', '', '']",,https://nuxtjs.org/,[],
My Retail Box,"Premier opérateur de vente en vrac en Europe, proposant des installations de supermarchés permettant aux clients de faire leurs achats en vrac",https://upload.prd.hbd.cloud.bpifrance.fr/10c59055-1704-460d-8841-671c98098268,"['Physique / Hardware', 'Alimentaire', '', '', '', '', '', '', '', '']","['Physique / Hardware', 'Alimentaire', '', '', '', '', '', '', '', '']",,http://my-retail-box.com/,[],
Nextalim,Develops industrial insect breeding processes to recover bio-waste and produce organic fertilisers and components,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/edccfbe3-a241-4649-8f29-bd8d0921b6f7,"['Physique / Hardware', 'Alimentaire', 'Deeptech', 'Food Tech / Agritech', '', '', '', '']","['Physique / Hardware', 'Alimentaire', 'Deeptech', 'Food Tech / Agritech', '', '', '', '']",,,[],
HELLOASSO,Accompagner les associations dans leur transition numérique en leur apportant des outils de paiement en ligne gratuits et en leur offrant un accompagnement humain tout au long de leurs projets.,https://upload.prd.hbd.cloud.bpifrance.fr/8bf5bc78-18f4-4980-806e-6b08ca1b83b7,"['', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '']",,http://helloasso.fr/,[],
HOME BIOSCIENCES,Accueil Biosciences : générer des médicaments qui changent la vie des patients,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/214b6168-16bc-47da-b99c-8a3e3e0fafef,"['Physique / Hardware', 'Santé', 'Health Tech / Medtech', 'B2B', '', '', '']","['Physique / Hardware', 'Santé', 'Health Tech / Medtech', 'B2B', '', '', '']",,http://homebiosciences.com/,[],
IOV,IOV fournit une blockchain annuaire de noms pour les portefeuilles de crypto-monnaies et les app décentralisées.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/5a5ec986-8393-475f-8c4e-93a20836c424,"['Finance', 'Finance / Administration', '', '', '', '', '', '', '']","['Finance', 'Finance / Administration', '', '', '', '', '', '', '']",,https://iov.one/,[],
WEDIA,"Wedia is a Gartner Magic Quadrant recognized player in Marketing Resource Management (MRM) software. Wedia provides cloud based Digital Asset Management solutions to 50% of top 40 French corporations. The Wedia CrossMedia Marketing Resource Management SAAS platform integrates marketing automation with powerful digital asset management (DAM) functionnality, making it easy for marketers to create, manage, store, retrieve and distribute text, photos and rich media files.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/f6853991-9169-42f4-9ca1-9b9e8c0b6acb,"['Marketing / Communication', '', '', '', '', '']","['Marketing / Communication', '', '', '', '', '']",,https://www.wedia-group.com/fr/accueil/,[],
HIVENCY,"Plateforme de mise en relation entre marques et utilisateurs des réseaux sociaux influents.

#marketplace #retail",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/6f1dc829739ce7d1443848e79f000963,"['Software', 'Marketing / Communication', 'Vente / Service Client', 'Martech /Adtech /Salestech', 'B2B', '', '', '', '']","['Software', 'Marketing / Communication', 'Vente / Service Client', 'Martech /Adtech /Salestech', 'B2B', '', '', '', '']",,,[],
KISS KISS BANK BANK,KissKissBankBank est leader Européen du crowdfunding dédié à la création et l'innovation internationale.,https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/Hyo-coWwM.jpg%3Foh%3D59219070c062e2ca5e41cd46ff80e4cd%26oe%3D5AD128ED,"['Finance', 'Finance / Administration', '', '', '', '', '', '', '', '']","['Finance', 'Finance / Administration', '', '', '', '', '', '', '', '']",,http://www.kisskissbankbank.com/,"['#Crowdfunding', '#Banking', '#Financial Services']",
Epawn,ePawn intègre des objets du monde réel dans des environnements virtuels,https://upload.prd.hbd.cloud.bpifrance.fr/9e65c4f2-ee83-47e1-9613-ecceab12ab34,"['Software', 'Loisirs', 'Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', 'Deeptech', 'IA / Big Data', 'Réalité Virtuelle / Augmentée', '', '', '', '']","['Software', 'Loisirs', 'Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', 'Deeptech', 'IA / Big Data', 'Réalité Virtuelle / Augmentée', '', '', '', '']",,,[],
Meteo Protect,Meteo Protect est une société de souscription et de technologie d'assurance spécialisée dans l'assurance paramétrique,https://upload.prd.hbd.cloud.bpifrance.fr/7e326fb8-454e-432c-b81d-d3142408be9f,"['Alimentaire', 'Finance', 'Finance / Administration', '', '', '', '', '', '', '']","['Alimentaire', 'Finance', 'Finance / Administration', '', '', '', '', '', '', '']",,http://meteoprotect.com/,[],
Prêt à Pousser,"Conçoit des produits gastronomiques à cultiver à la maison, y compris un potager d'intérieur indépendant",https://upload.prd.hbd.cloud.bpifrance.fr/c9e69b7b-8502-4335-8014-8b4b61a5213a,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",,https://pretapousser.fr/,[],
Side,Service de recrutement en ligne leader en Europe,https://upload.prd.hbd.cloud.bpifrance.fr/6083319c-1de0-40c0-9c59-e887cf08d5d7,"['Ressources Humaines', 'E-Commerce', 'MarketPlace', 'RHtech', 'B2B', 'Île-De-France', '', '']","['Ressources Humaines', 'E-Commerce', 'MarketPlace', 'RHtech', 'B2B', 'Île-De-France', '', '']",,https://www.side.co/,[],
Inqom,Solutions d'intelligence artificielle pour les comptables,https://upload.prd.hbd.cloud.bpifrance.fr/50917a46-e007-4d60-9074-f692ca357468,"['Software', 'Finance', 'Finance / Administration', 'Fin Tech', '', '', '', '']","['Software', 'Finance', 'Finance / Administration', 'Fin Tech', '', '', '', '']",,http://www.inqom.com/,[],
SIR FULL,Sirfull | Asset Performance Management pour les fabricants et les exploitants d'équipements industriels | www.sirfull.com,https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/c03cb55dd22aecb39cd56f8d8032a07f,"['Software', 'Energie / Utilities', 'Industrie', 'Industrie - Extraction / Première Transformation', '', '', '', '', '']","['Software', 'Energie / Utilities', 'Industrie', 'Industrie - Extraction / Première Transformation', '', '', '', '', '']",,https://www.sirfull.com/,[],
EvidenceB,"Develops educational resources which combine didactics, cognitive sciences and AI",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/19c102268c63b6335a825b4cd7153757,"['Software', 'Education / Formation', 'Ressources Humaines', 'Deeptech', 'Edtech', 'IA / Big Data', '', '', '', '', '', '', '', '', '', '']","['Software', 'Education / Formation', 'Ressources Humaines', 'Deeptech', 'Edtech', 'IA / Big Data', '', '', '', '', '', '', '', '', '', '']",,,[],
BERGAMOTTE,"Bergamotte, votre nouveau service de livraison express de bouquets de qualité en 2h à Paris et le lendemain partout en France.",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/SyttSv89M.jpg%3F_nc_cat%3D0%26oh%3Dd4a48089e5d9206cd4f9b51db8ef297d%26oe%3D5B4351B3,"['Transport / Logistique', 'Logistique / Opérations', '', '', '', '', '', '', '']","['Transport / Logistique', 'Logistique / Opérations', '', '', '', '', '', '', '']",,https://www.bergamotte.com/,"['#Flowers', '#bouquets']",
EZAKUS,"Ezakus invent Pretargeting, best way to find your next customer",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/rktEmeyDf.png,"['B2B', 'Nouvelle-Aquitaine', 'Gironde', 'Bruges', '']","['B2B', 'Nouvelle-Aquitaine', 'Gironde', 'Bruges', '']",Bruges,http://www.ezakus.com/,"['#Ad Targeting', '#Advertising', '#Big Data', '#marketing']",
ASAYER,Asayer helps identify and automate high-value tests faster.,https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/658558a86b604be7de10fc9d310b69b2,"['Digital Workplace', 'Martech /Adtech /Salestech', 'B2B', 'Grand Est', 'Vosges', '']","['Digital Workplace', 'Martech /Adtech /Salestech', 'B2B', 'Grand Est', 'Vosges', '']",,,[],
Hypno VR,Développement de solutions d'hypnose médicale basées sur la réalité virtuelle,https://upload.prd.hbd.cloud.bpifrance.fr/e132494b-1218-4eab-821d-788a07fabca9,"['Software', 'Santé', 'Deeptech', 'Health Tech / Medtech', 'IA / Big Data', 'Réalité Virtuelle / Augmentée', 'B2B', '', '', '']","['Software', 'Santé', 'Deeptech', 'Health Tech / Medtech', 'IA / Big Data', 'Réalité Virtuelle / Augmentée', 'B2B', '', '', '']",,http://hypnovr.io/,[],
TRUSTINSOFT,"TrustInSoft est le seul éditeur de solutions d’analyses de logiciel qui permet à ses clients d’avoir des garanties sur la sécurité et la fiabilité du code d’un logiciel sans devoir modifier le processus de développement. 

#cybersecurite #software",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/BJBf471vf.png,"['', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '']",,,"['#Network Security', '#Cyber Security', '#Software']",
INFLUANS,"Influans a pour objectif d’améliorer l’interaction entre la marque et ses consommateurs en mettant en place des transactions ciblées du produit souhaité au prix souhaité, en temps réel.

#ecommerce #AI #software",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/ByN_8Zw2f.jpg%3F_nc_cat%3D0%26oh%3Dd72a8379970267da24bb876c46faffe0%26oe%3D5B6C9273,"['Marketing / Communication', 'Vente / Service Client', 'IA / Big Data', 'Martech /Adtech /Salestech', '', '', '', '', '', '']","['Marketing / Communication', 'Vente / Service Client', 'IA / Big Data', 'Martech /Adtech /Salestech', '', '', '', '', '', '']",,,"['#Marketing', '#Machine Learning', '#Advertising', '#Big Data']",
Zoov,Service de vélos en libre-service respectueux de la voie publique avec ses stations légères et ultra compactes dans les zones les plus denses,https://upload.prd.hbd.cloud.bpifrance.fr/9acba3d3-a61b-4349-9eb6-8e5177a29b97,"['', '', '', '', '', '']","['', '', '', '', '', '']",,https://www.zoov.eu/fr/,[],
Cryo Pur,Valorisation cryogénique du biogaz et liquéfaction du biométhane,https://upload.prd.hbd.cloud.bpifrance.fr/a1a0ca28-7979-44ba-878b-b75cd63a7a99,"['Energie / Utilities', 'Environnement / Écologie', 'Clean Tech', '', '', '']","['Energie / Utilities', 'Environnement / Écologie', 'Clean Tech', '', '', '']",,http://www.cryopur.com/,[],
3Wayste,Specializes in technology and services related to the environment,https://upload.prd.hbd.cloud.bpifrance.fr/db57cde2-3c51-44eb-af2c-ffbd9e168e6b,"['Energie / Utilities', 'Deeptech', '', '', '']","['Energie / Utilities', 'Deeptech', '', '', '']",,http://www.3wayste.com/,[],
Aston Itrade Finance,Développeur de solutions de financement du commerce,https://upload.prd.hbd.cloud.bpifrance.fr/a7ca85b8-2c4b-4778-8a55-5bf2b9d809f1,"['Finance', 'Finance / Administration', 'Fin Tech', 'B2B', '', '', '']","['Finance', 'Finance / Administration', 'Fin Tech', 'B2B', '', '', '']",,http://www.astonitradefinance.com/,[],
QUALTERA,Qualtera provides innovative data analysis systems and services for test and product engineering to fabless companies,https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/BycqeVjLf.png,"['Software', 'Industrie', '', '', '', '', '', '', '', '', '']","['Software', 'Industrie', '', '', '', '', '', '', '', '', '']",,,"['#Semiconductor', '#Analytics', '#Big Data']",
CytunePharma,Nouveaux agents immunothérapeutiques pour traiter principalement le cancer,https://upload.prd.hbd.cloud.bpifrance.fr/f96812aa-1d45-4f16-953b-549d715feaf1,"['Physique / Hardware', 'Santé', 'Health Tech / Medtech', 'B2B', '', '', '']","['Physique / Hardware', 'Santé', 'Health Tech / Medtech', 'B2B', '', '', '']",,http://cytunepharma.com/,[],
CSN Energy,La plateforme SaaS leader sur le marché de l'énergie,https://upload.prd.hbd.cloud.bpifrance.fr/75e4ee91-93f5-46e9-86de-30823bab6056,"['Software', 'Energie / Utilities', 'B2B', 'Île-De-France', '', '']","['Software', 'Energie / Utilities', 'B2B', 'Île-De-France', '', '']",,http://www.csnenergy.com/,[],
Hiflow,Transportez votre voiture aussi facilement qu'un colis,https://upload.prd.hbd.cloud.bpifrance.fr/45e2c29d-561a-4269-8c33-e0e9f4954224,"['Transport / Logistique', 'Logistique / Opérations', 'Transportation', 'B2B', '', '', '']","['Transport / Logistique', 'Logistique / Opérations', 'Transportation', 'B2B', '', '', '']",,https://www.hiflow.com/,[],
Ilek,Leading electricity supplier that directly connects renewable energy producers and consumers,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/d6a79bdd-c44d-4760-b92d-faa0b5777826,"['Energie / Utilities', 'E-Commerce', 'MarketPlace', 'B2B', 'B2C', 'Occitanie', '', '', '']","['Energie / Utilities', 'E-Commerce', 'MarketPlace', 'B2B', 'B2C', 'Occitanie', '', '', '']",,,[],
Moonshot Insurance,Usage insurance products and services dedicated to e-commerces,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/3ba65ac2-04df-4530-9b99-3384e51cd971,"['Software', 'Finance', 'Finance / Administration', 'Fin Tech', '', '', '', '', '']","['Software', 'Finance', 'Finance / Administration', 'Fin Tech', '', '', '', '', '']",,,[],
THEMA,"THEMA, les meilleures chaînes pour les meilleurs opérateurs",https://upload.prd.hbd.cloud.bpifrance.fr/fe7a0a5d-e3e8-4bef-8cfc-1a5fd6f5c487,"['Telecommunications', 'B2B', 'Île-De-France', 'Paris', '']","['Telecommunications', 'B2B', 'Île-De-France', 'Paris', '']",,https://www.thematv.com/index.php,[],
Smiles,Réseau social innovant qui facilite le partage au quotidien,https://upload.prd.hbd.cloud.bpifrance.fr/4cd89f41-5d4b-415f-b640-c2011c9a2538,"['Software', 'IT / Digital', 'Marketing / Communication', 'B2B', 'Bretagne', '', '']","['Software', 'IT / Digital', 'Marketing / Communication', 'B2B', 'Bretagne', '', '']",,http://smiile.com/,[],
Fairjungle,Fairjungle est la plateforme de voyages d’affaires nouvelle génération qui associe une technologie de pointe à un service expert d'agence de voyages.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/fce23aa5-c8b9-4d17-894e-ac9dae89cac8,"['Service', 'Software', 'Voyage', '', '', '', '', '', '', '', '', '']","['Service', 'Software', 'Voyage', '', '', '', '', '', '', '', '', '']",,https://fr.fairjungle.com/,"[""#voyage d'affaires"", '#déplacement professionnel', '#business travel', '#agence de voyage']",
Nano Corp,Cybersecurity through Observability,https://upload.prd.hbd.cloud.bpifrance.fr/3815d04b-48b8-46a4-ab7c-9a5f1f9c1e6c,"['Software', 'Sécurité / Défense', 'IT / Digital', 'IA / Big Data', '', '', '', '']","['Software', 'Sécurité / Défense', 'IT / Digital', 'IA / Big Data', '', '', '', '']",,,[],
MexBrain,Plateforme ultrachélatante : des fluides capables d’extraire les métaux associés à des systèmes de dialyse. Ces dispositifs sont spécifiques des métaux ciblés et ont une capacité d’extraction ajustable. Aucun médicament ni produit ne circule directement d,https://upload.prd.hbd.cloud.bpifrance.fr/f47a5455-48ad-41f3-9649-d8ec82b21761,"['', '', '', '', '', '']","['', '', '', '', '', '']",,https://mexbrain.com/,[],
L'Atelier,Réinventer l'écosystème numérique en donnant vie aux meilleures idées des clients au quotidien,https://upload.prd.hbd.cloud.bpifrance.fr/57255e66-e1a5-4122-817d-ff1bbbf2c6f2,"['B2B', 'Île-De-France', 'Paris', 'Paris']","['B2B', 'Île-De-France', 'Paris', 'Paris']",Paris,,[],
ICARE TECHNOLOGIES,"ICARE Technologies propose le Wave to Pay, un nouveau geste pour payer par NFC. Portez AEKLYS la bague intelligente autonome et sécurisée !",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/418ee2fb8d59fd457766a2996d93bd95,"['', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '']",,https://icaretechnologies.com/,[],
Seemage,Processus de documentation des produits pour les entreprises,https://upload.prd.hbd.cloud.bpifrance.fr/a431511e-a3d3-444e-9307-5869a99f5256,"['Physique / Hardware', 'IT / Digital', 'Marketing / Communication', 'B2B', ""Provence-Alpes-Côte D'Azur"", '', '']","['Physique / Hardware', 'IT / Digital', 'Marketing / Communication', 'B2B', ""Provence-Alpes-Côte D'Azur"", '', '']",,http://vianeo.io/,[],
Golem.ai,"Golem.ai développe et vend des solutions pour l’automatisation et l’assistance des métiers grâce à une IA d’analyse du langage (mails, voix, documents…)
 
Nos atouts ? Notre technologie fonctionne sans données utilisateurs et ne nécessite aucune connexion internet vers l’extérieur. De même pas besoin d’entraîner notre IA : elle est basée sur la modélisation du langage humain. Il s’agit d’une approche qui se dispense de machine learning et permet “l’explicabilité” des prises de décisions.",https://upload.prd.hbd.cloud.bpifrance.fr/4e82555b-177a-4c0d-aa3a-30e81d9b8b3c.png,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']",,,[],
